company,cik,signal_id,signal_name,value,status,source_url,local_path,accession,concept_or_section,evidence_quote,notes
Ford Motor Company,37996,D03,Regulatory investigations,,TEXT_QUAL,https://www.sec.gov/Archives/edgar/data/37996/000003799626000015/f-20251231.htm,/Users/lyuhongwang/Documents/SEC_metrics/evidence/accession_materials/ford_motor_company_37996_000003799626000015/f-20251231.htm,0000037996-26-000015,Regulatory investigation keywords,2-31 0000037996 us-gaap:RestrictedStockUnitsRSUMember us-gaap:ShareBasedCompensationAwardTrancheOneMember 2025-01-01 2025-12-31 0000037996 us-gaap:RestrictedStockUnitsRSUMember us-gaap:ShareBasedCompensationAwardTrancheTwoMember 2025-01-01 2025-12-31 0000037996 us-gaap:RestrictedStockUnitsRSUMember us-gaap:ShareBasedCompensationAwardTrancheThreeMember 2025-01-01 2025-12-31 0000037996 country:US 2025-01-01 2025-12-31 0000037996 country:BR 2025-01-01 2025-12-31 0000037996 country:DE 2025-01-01 2025-12-31 0000037996 country:IN 2025-01-01 2025-12-31 0000037996 country:MX 2025-01-01 2025-12-31 0000037996 us-gaap:ForeignTaxJurisdictionOtherMember 2025-01-01 2025-12-31 0000037996 us-gaap:USTreasurySecuritiesMember us-gaap:FairValueInputsLevel1Member f:CompanyExcludingFordCreditMember 2024-12-31 0000037996 us-gaap:USTreasurySecuritiesMember us-gaap:FairValueInputsLevel1Member f:FordCreditMember 2024-12-31 0000037996 us-gaap:USTreasurySecuritiesMember us-gaap:FairValueInputsLevel1Member 2024-12-31 0000037996 us-gaap:USGovernmentAgenciesDebtSecuritiesMember us-gaap:FairValueInputsLevel2Member f:CompanyExcludingFordCreditMember 2024-12-31 0000037996 us-gaap:USGovernmentAgenciesDebtSecuritiesMember us-gaap:FairValueInputsLevel2Member f:FordCreditMember 2024-12-31 0000037996 us-gaap:USGovernmentAgenciesDebtSecuritiesMember us-gaap:FairValueInputsLevel2Member 2024-12-31 0000037996 us-gaap:Forei,Keyword scan across risk/legal text.
Ford Motor Company,37996,D04,Going concern statements,,TEXT_QUAL,https://www.sec.gov/Archives/edgar/data/37996/000003799626000015/f-20251231.htm,/Users/lyuhongwang/Documents/SEC_metrics/evidence/accession_materials/ford_motor_company_37996_000003799626000015/f-20251231.htm,0000037996-26-000015,Going concern,未披露持续经营疑虑,No going-concern doubt phrase found in 10-K text.
Pfizer,78003,D01,Risk factors summary,,TEXT_QUAL,https://www.sec.gov/Archives/edgar/data/78003/000007800326000026/pfe-20251231.htm,/Users/lyuhongwang/Documents/SEC_metrics/evidence/accession_materials/pfizer_78003_000007800326000026/pfe-20251231.htm,0000078003-26-000026,Item 1A Risk Factors,"of common stock, all of one class. DOCUMENTS INCORPORATED BY REFERENCE Portions of the Proxy Statement for the 2026 Annual Meeting of Shareholders Part III TABLE OF CONTENTS Page Defined Terms i Available Information iii Forward-Looking Information and Factors that May Affect Future Results 1 PART I 3 ITEM 1. BUSINESS 3 About Pfizer 3 Commercial Operations 4 Research and Development 5 Collaboration and Co-Promotion Agreements 6 International Operations 7 Sales and Marketing 7 Patents and Other Intellectual Property Rights 7 Competition 9 Pricing Pressures and Managed Care Organizations 10 Raw Materials 11 Government Regulation and Price Constraints 11 Environmental Matters 14 Our People 15 ITEM 1A. RISK FACTORS 16 ITEM 1B. UNRESOLVED STAFF COMMENTS N/A ITEM 1C. CYBERSECURITY 26 ITEM 2. PROPERTIES 27 ITEM 3. LEGAL PROCEEDINGS 27 ITEM 4. MINE SAFETY DISCLOSURES N/A INFORMATION ABOUT OUR EXECUTIVE OFFICERS 27 PART II 29 ITEM 5. MARKET FOR THE COMPANY’S COMMON EQUITY, RELATED STOCKHOLDER MATTERS AND ISSUER PURCHASES OF EQUITY SECURITIES 29 ITEM 6. [RESERVED] 29 ITEM 7. MANAGEMENT’S DISCUSSION AND ANALYSIS OF FINANCIAL CONDITION AND RESULTS OF OPERATIONS 30 ITEM 7A. QUANTITATIVE AND QUALITATIVE DISCLOSURES ABOUT MARKET RISK 49 ITEM 8. FINANCIAL STATEMENTS AND SUPPLEMENTARY DATA 50 ITEM 9. CHANGES IN AND DISAGREEMENTS WITH ACCOUNTANTS ON ACCOUNTING AND FINANCIAL DISCLOSURE 103 ITEM 9A. CONTROLS AND PROC",Risk factor heading or theme evidence.
Pfizer,78003,D02,Litigation disclosures,,TEXT_QUAL,https://www.sec.gov/Archives/edgar/data/78003/000007800326000026/pfe-20251231.htm,/Users/lyuhongwang/Documents/SEC_metrics/evidence/accession_materials/pfizer_78003_000007800326000026/pfe-20251231.htm,0000078003-26-000026,Item 3 / litigation,:GlaxoSmithKlineBiologicsSAAndGlaxoSmithKlineLLCUSPatentInfringementCaseMember 2024-08-01 2024-08-31 0000078003 pfe:ComirnatyMember pfe:GlaxoSmithKlineBiologicsSAAndGlaxoSmithKlineLLCIrelandInfringementCaseMember 2025-07-01 2025-07-31 0000078003 pfe:ComirnatyMember pfe:GlaxoSmithKlineBiologicsSAAndGlaxoSmithKlineLLCUnifiedPatentCourtPatentInfringementCaseMember 2025-07-01 2025-07-31 0000078003 pfe:ComirnatyMember pfe:PfizerBioNTechAndBioNTechManufacturingGmbHVersusCureVacJudgmentOfNonInfringementMember 2022-07-01 2022-07-31 0000078003 pfe:ComirnatyMember pfe:PfizerBioNTechAndBioNTechManufacturingGmbHVersusCureVacJudgmentOfNonInfringementMember 2023-05-01 2023-05-31 0000078003 us-gaap:PendingLitigationMember pfe:GreenstoneAntitrustLitigationMember 2020-12-31 0000078003 us-gaap:OperatingSegmentsMember pfe:BiopharmaSegmentMember 2025-01-01 2025-12-31 0000078003 us-gaap:OperatingSegmentsMember pfe:BiopharmaSegmentMember 2024-01-01 2024-12-31 0000078003 us-gaap:OperatingSegmentsMember pfe:BiopharmaSegmentMember 2023-01-01 2023-12-31 0000078003 us-gaap:CorporateNonSegmentMember 2025-01-01 2025-12-31 0000078003 us-gaap:CorporateNonSegmentMember 2024-01-01 2024-12-31 0000078003 us-gaap:CorporateNonSegmentMember 2023-01-01 2023-12-31 0000078003 us-gaap:MaterialReconcilingItemsMember pfe:ReconcilingItemsAmortizationOfIntangibleAssetsMember 2025-01-01 2025-12-31 0000078003 us-gaap:MaterialReconcili,Legal proceedings or litigation text evidence.
Pfizer,78003,D03,Regulatory investigations,,TEXT_QUAL,https://www.sec.gov/Archives/edgar/data/78003/000007800326000026/pfe-20251231.htm,/Users/lyuhongwang/Documents/SEC_metrics/evidence/accession_materials/pfizer_78003_000007800326000026/pfe-20251231.htm,0000078003-26-000026,Regulatory investigation keywords,uctsMember us-gaap:ProductConcentrationRiskMember us-gaap:SalesRevenueProductLineMember 2025-01-01 2025-12-31 0000078003 us-gaap:AccountsReceivableMember 2025-12-31 0000078003 us-gaap:AccountsReceivableMember 2024-12-31 0000078003 us-gaap:OtherCurrentLiabilitiesMember 2025-12-31 0000078003 us-gaap:OtherCurrentLiabilitiesMember 2024-12-31 0000078003 us-gaap:OtherNoncurrentLiabilitiesMember 2025-12-31 0000078003 us-gaap:OtherNoncurrentLiabilitiesMember 2024-12-31 0000078003 pfe:MetseraMember 2025-11-13 0000078003 pfe:MetseraMember pfe:TotalPaymentsToFormerMetseraShareholdersMember 2025-11-13 0000078003 pfe:MetseraMember pfe:Phase3ClinicalTrialMember 2025-11-13 0000078003 pfe:MetseraMember pfe:FDAApprovalOfMET097iMember 2025-11-13 0000078003 pfe:MetseraMember pfe:FDAApprovalOfMET097iMET233iMember 2025-11-13 0000078003 pfe:MetseraMember 2025-11-13 2025-11-13 0000078003 pfe:SeagenMember 2023-12-14 0000078003 pfe:SeagenMember 2023-12-14 2023-12-14 0000078003 pfe:SeagenMember pfe:DevelopedTechnologyRightsAndOtherIntangibleAssetsMember 2023-12-14 0000078003 us-gaap:InProcessResearchAndDevelopmentMember pfe:SeagenMember 2023-12-14 0000078003 pfe:SeagenMember us-gaap:DevelopedTechnologyRightsMember 2023-12-14 0000078003 pfe:SeagenMember us-gaap:DevelopedTechnologyRightsMember 2023-12-14 2023-12-14 0000078003 pfe:SeagenMember 2023-12-14 2023-12-31 0000078003 pfe:SeagenMember pfe:Restructurin,Keyword scan across risk/legal text.
Pfizer,78003,D04,Going concern statements,,TEXT_QUAL,https://www.sec.gov/Archives/edgar/data/78003/000007800326000026/pfe-20251231.htm,/Users/lyuhongwang/Documents/SEC_metrics/evidence/accession_materials/pfizer_78003_000007800326000026/pfe-20251231.htm,0000078003-26-000026,Going concern,未披露持续经营疑虑,No going-concern doubt phrase found in 10-K text.
JPMorgan Chase,19617,D01,Risk factors summary,,TEXT_QUAL,https://www.sec.gov/Archives/edgar/data/19617/000162828026008131/jpm-20251231.htm,/Users/lyuhongwang/Documents/SEC_metrics/evidence/accession_materials/jpmorgan_chase_19617_000162828026008131/jpm-20251231.htm,0001628280-26-008131,Item 1A Risk Factors,"JPMorgan Chase & Co. common stock held by non-affiliates as of June 30, 2025: $ 794,433,813,496 Number of shares of common stock outstanding as of January 31, 2026: 2,697,032,375 Documents incorporated by reference: Portions of the registrant’s Proxy Statement for the annual meeting of stockholders to be held on May 19, 2026, are incorporated by reference in this Form 10-K in response to Items 10, 11, 12, 13 and 14 of Part III. Form 10-K Index Part I Page Item 1. Business . 1 Overview 1 Business segments & Corporate 1 Competition 1 Supervision and regulation 2-6 Human capital 7-8 Distribution of assets, liabilities and stockholders’ equity; interest rates and interest differentials 315-319 Item 1A. Risk Factors. 9-31 Item 1B. Unresolved Staff Comments. 32 Item 1 C . C ybersecurity. 32 Item 2. Properties. 32 Item 3. Legal Proceedings. 32 Item 4. Mine Safety Disclosures. 32 Part II Item 5. Market for Registrant’s Common Equity, Related Stockholder Matters and Issuer Purchases of Equity Securities. 33 Item 6. Reserved 33 Item 7. Management’s Discussion and Analysis of Financial Condition and Results of Operations. 33 Item 7A. Quantitative and Qualitative Disclosures About Market Risk. 33 Item 8. Financial Statements and Supplementary Data. 34 Item 9. Changes in and Disagreements with Accountants on Accounting and Financial Disclosure. 34 Item 9A. Controls and Procedures. 34 Item 9B. Other Information",Risk factor heading or theme evidence.
JPMorgan Chase,19617,D02,Litigation disclosures,,TEXT_QUAL,https://www.sec.gov/Archives/edgar/data/19617/000162828026008131/jpm-20251231.htm,/Users/lyuhongwang/Documents/SEC_metrics/evidence/accession_materials/jpmorgan_chase_19617_000162828026008131/jpm-20251231.htm,0001628280-26-008131,Item 3 / litigation,ember srt:MaximumMember 2025-01-01 2025-12-31 0000019617 jpm:JPMorganChaseFinancialCompanyLLCMember 2025-01-01 2025-12-31 0000019617 us-gaap:AssetPledgedAsCollateralWithoutRightMember 2025-12-31 0000019617 us-gaap:AssetPledgedAsCollateralWithoutRightMember 2024-12-31 0000019617 jpm:AssetspledgedtoFederalReserveBanksandFederalHomeLoanBanksMember us-gaap:AssetPledgedAsCollateralMember 2025-12-31 0000019617 jpm:AssetspledgedtoFederalReserveBanksandFederalHomeLoanBanksMember us-gaap:AssetPledgedAsCollateralMember 2024-12-31 0000019617 us-gaap:AssetPledgedAsCollateralMember 2025-12-31 0000019617 us-gaap:AssetPledgedAsCollateralMember 2024-12-31 0000019617 srt:MinimumMember jpm:ThreatenedOrPendingLitigationMember 2025-12-31 0000019617 srt:MaximumMember jpm:ThreatenedOrPendingLitigationMember 2025-12-31 0000019617 jpm:JPMorganIndiaPrivateLimitedMember jpm:AmrapaliLitigationMember 2010-01-01 2012-12-31 0000019617 jpm:JPMorganIndiaPrivateLimitedMember jpm:AmrapaliLitigationMember 2021-08-01 2021-08-31 0000019617 jpm:ForeignExchangeInvestigationsandLitigationMember 2025-01-01 2025-12-31 0000019617 jpm:InterchangeLitigationMember 2025-12-31 0000019617 jpm:RussianLitigationMember 2025-01-01 2025-12-31 0000019617 us-gaap:EMEAMember 2025-01-01 2025-12-31 0000019617 us-gaap:EMEAMember 2025-12-31 0000019617 srt:AsiaPacificMember 2025-01-01 2025-12-31 0000019617 srt:AsiaPacificMember 2025-12-31 000001961,Legal proceedings or litigation text evidence.
JPMorgan Chase,19617,D03,Regulatory investigations,,TEXT_QUAL,https://www.sec.gov/Archives/edgar/data/19617/000162828026008131/jpm-20251231.htm,/Users/lyuhongwang/Documents/SEC_metrics/evidence/accession_materials/jpmorgan_chase_19617_000162828026008131/jpm-20251231.htm,0001628280-26-008131,Regulatory investigation keywords,mmonMember 2025-12-31 0000019617 2023-12-31 0000019617 2022-12-31 0000019617 srt:CumulativeEffectPeriodOfAdoptionAdjustmentMember 2024-01-01 2024-03-31 0000019617 2024-01-01 2024-03-31 0000019617 us-gaap:AccountingStandardsUpdate202202Member srt:CumulativeEffectPeriodOfAdoptionAdjustmentMember us-gaap:RetainedEarningsMember 2022-12-31 0000019617 us-gaap:FairValueMeasurementsRecurringMember us-gaap:FairValueInputsLevel1Member 2025-12-31 0000019617 us-gaap:FairValueMeasurementsRecurringMember us-gaap:FairValueInputsLevel2Member 2025-12-31 0000019617 us-gaap:FairValueMeasurementsRecurringMember us-gaap:FairValueInputsLevel3Member 2025-12-31 0000019617 us-gaap:USGovernmentCorporationsAndAgenciesSecuritiesMember us-gaap:FairValueMeasurementsRecurringMember us-gaap:FairValueInputsLevel1Member 2025-12-31 0000019617 us-gaap:USGovernmentCorporationsAndAgenciesSecuritiesMember us-gaap:FairValueMeasurementsRecurringMember us-gaap:FairValueInputsLevel2Member 2025-12-31 0000019617 us-gaap:USGovernmentCorporationsAndAgenciesSecuritiesMember us-gaap:FairValueMeasurementsRecurringMember us-gaap:FairValueInputsLevel3Member 2025-12-31 0000019617 us-gaap:USGovernmentCorporationsAndAgenciesSecuritiesMember us-gaap:FairValueMeasurementsRecurringMember 2025-12-31 0000019617 us-gaap:ResidentialMortgageBackedSecuritiesMember us-gaap:FairValueMeasurementsRecurringMember us-gaap:FairValueInputsLevel1Member,Keyword scan across risk/legal text.
JPMorgan Chase,19617,D04,Going concern statements,,TEXT_QUAL,https://www.sec.gov/Archives/edgar/data/19617/000162828026008131/jpm-20251231.htm,/Users/lyuhongwang/Documents/SEC_metrics/evidence/accession_materials/jpmorgan_chase_19617_000162828026008131/jpm-20251231.htm,0001628280-26-008131,Going concern,未披露持续经营疑虑,No going-concern doubt phrase found in 10-K text.
Salesforce,1108524,D01,Risk factors summary,,TEXT_QUAL,https://www.sec.gov/Archives/edgar/data/1108524/000110852426000060/crm-20260131.htm,/Users/lyuhongwang/Documents/SEC_metrics/evidence/accession_materials/salesforce_1108524_000110852426000060/crm-20260131.htm,0001108524-26-000060,Item 1A Risk Factors,"ve determination for other purposes. As of February 25, 2026, there were approximately 923 million shares of the Registrant’s Common Stock outstanding. DOCUMENTS INCORPORATED BY REFERENCE Portions of the Registrant’s definitive proxy statement for its 2026 Annual Meeting of Stockholders (the “Proxy Statement”), to be filed within 120 days of the Registrant’s fiscal year ended January 31, 2026, are incorporated by reference in Part III of this Annual Report on Form 10-K. Except with respect to information specifically incorporated by reference in this Form 10-K, the Proxy Statement is not deemed to be filed as part of this Form 10-K. Table of Contents INDEX Page No. PART I Item 1. Business 4 Item 1A. Risk Factors 11 Item 1B. Unresolved Staff Comments 31 Item 1C. Cybersecurity 31 Item 2. Properties 33 Item 3. Legal Proceedings 33 Item 4. Mine Safety Disclosures 33 Item 4A. Information About Our Executive Officers 33 PART II Item 5. Market for Registrant's Common Equity, Related Stockholder Matters and Issuer Purchases of Equity Securities 35 Item 6. Reserved 37 Item 7. Management's Discussion and Analysis of Financial Condition and Results of Operation s 37 Item 7A. Quantitative and Qualitative Disclosures about Market Risk 49 Item 8. Financial Statements and Supplementary Data 53 Item 9. Changes in and Disagreements with Accountants on Accounting and Financial Disclosure 93 Item 9A. Controls and Pro",Risk factor heading or theme evidence.
