timestamp_utc,method,url,status_code,purpose,local_path,headers_path,content_length,sha256,user_agent,retry_attempt,error
2026-07-06T07:21:18.499086+00:00,GET,https://data.sec.gov/submissions/CIK0000019617.json,200,resolve_submissions_19617,/Users/lyuhongwang/Documents/SEC_metrics/evidence/submissions/CIK0000019617.json,/Users/lyuhongwang/Documents/SEC_metrics/evidence/submissions/CIK0000019617.json.headers.json,4514454,30b3eebef86158ec4c2e2265c78c7cff1e988e696bbf23cdbb35aed6413cbf1e,lyuhongwang SEC Metrics Research test@example.com,0,
2026-07-06T07:21:19.590341+00:00,GET,https://data.sec.gov/submissions/CIK0001108524.json,200,resolve_submissions_1108524,/Users/lyuhongwang/Documents/SEC_metrics/evidence/submissions/CIK0001108524.json,/Users/lyuhongwang/Documents/SEC_metrics/evidence/submissions/CIK0001108524.json.headers.json,156819,d70f3cafecd7883b08213cca38be1d23871ae64bf35f1cb686c4c4ad9b12c307,lyuhongwang SEC Metrics Research test@example.com,0,
2026-07-06T07:21:20.614296+00:00,GET,https://data.sec.gov/submissions/CIK0000018926.json,200,resolve_submissions_18926,/Users/lyuhongwang/Documents/SEC_metrics/evidence/submissions/CIK0000018926.json,/Users/lyuhongwang/Documents/SEC_metrics/evidence/submissions/CIK0000018926.json.headers.json,161442,46d8e2b6c30ae77425971841e34419dcab3bc68768622aa88dd8eda2a11b01cf,lyuhongwang SEC Metrics Research test@example.com,0,
2026-07-06T07:21:21.483829+00:00,GET,https://data.sec.gov/submissions/CIK0000794367.json,200,resolve_submissions_794367,/Users/lyuhongwang/Documents/SEC_metrics/evidence/submissions/CIK0000794367.json,/Users/lyuhongwang/Documents/SEC_metrics/evidence/submissions/CIK0000794367.json.headers.json,163488,9788e097d7c633da9ebce98cc56af7c579ffeee73f91324d3087f6ae10c00414,lyuhongwang SEC Metrics Research test@example.com,0,
2026-07-06T07:21:22.669139+00:00,GET,https://data.sec.gov/submissions/CIK0002041610.json,200,resolve_submissions_2041610,/Users/lyuhongwang/Documents/SEC_metrics/evidence/submissions/CIK0002041610.json,/Users/lyuhongwang/Documents/SEC_metrics/evidence/submissions/CIK0002041610.json.headers.json,29807,559357da73aa708152ab0b01c73160af737aff6096d61ae2aa440eb02525f8bd,lyuhongwang SEC Metrics Research test@example.com,0,
2026-07-06T07:21:23.685932+00:00,GET,https://data.sec.gov/submissions/CIK0000813828.json,200,resolve_submissions_813828,/Users/lyuhongwang/Documents/SEC_metrics/evidence/submissions/CIK0000813828.json,/Users/lyuhongwang/Documents/SEC_metrics/evidence/submissions/CIK0000813828.json.headers.json,147956,fbe69d8c5b8c42dff9cdce2469e0cec470fa453768e94526bd58a23286bc5b7d,lyuhongwang SEC Metrics Research test@example.com,0,
2026-07-06T07:21:24.880735+00:00,GET,https://data.sec.gov/submissions/CIK0001463101.json,200,resolve_submissions_1463101,/Users/lyuhongwang/Documents/SEC_metrics/evidence/submissions/CIK0001463101.json,/Users/lyuhongwang/Documents/SEC_metrics/evidence/submissions/CIK0001463101.json.headers.json,166714,8994730dc2be082058726692620b853a1d1be17fa595249fd307ba5916d8d192,lyuhongwang SEC Metrics Research test@example.com,0,
2026-07-06T07:22:32.563176+00:00,GET,https://data.sec.gov/submissions/CIK0001048286-submissions-001.json,200,submissions_supplement_1048286,/Users/lyuhongwang/Documents/SEC_metrics/evidence/submissions/CIK0001048286-submissions-001.json,/Users/lyuhongwang/Documents/SEC_metrics/evidence/submissions/CIK0001048286-submissions-001.json.headers.json,286208,aa74a6d14ce291a92273d30df8893a1a76896f7b9f8d9cd274d3160549572b7f,lyuhongwang SEC Metrics Research test@example.com,0,
2026-07-06T07:22:33.358207+00:00,GET,https://data.sec.gov/submissions/CIK0001048286-submissions-002.json,200,submissions_supplement_1048286,/Users/lyuhongwang/Documents/SEC_metrics/evidence/submissions/CIK0001048286-submissions-002.json,/Users/lyuhongwang/Documents/SEC_metrics/evidence/submissions/CIK0001048286-submissions-002.json.headers.json,52976,603b1fb5c9d4dd83f6e111ea89b6382e2aaef8fbbcdd6398eb69608ecd67bfd8,lyuhongwang SEC Metrics Research test@example.com,0,
2026-07-06T07:22:34.347464+00:00,GET,https://data.sec.gov/submissions/CIK0000092380-submissions-001.json,200,submissions_supplement_92380,/Users/lyuhongwang/Documents/SEC_metrics/evidence/submissions/CIK0000092380-submissions-001.json,/Users/lyuhongwang/Documents/SEC_metrics/evidence/submissions/CIK0000092380-submissions-001.json.headers.json,171259,9cb75a5897a0f513f7c79dc6a33220e8788523084d29eef13ee390890bf8a93d,lyuhongwang SEC Metrics Research test@example.com,0,
2026-07-06T07:22:35.448226+00:00,GET,https://data.sec.gov/submissions/CIK0000037996-submissions-001.json,200,submissions_supplement_37996,/Users/lyuhongwang/Documents/SEC_metrics/evidence/submissions/CIK0000037996-submissions-001.json,/Users/lyuhongwang/Documents/SEC_metrics/evidence/submissions/CIK0000037996-submissions-001.json.headers.json,319698,75dfd26b5b70cfcd2d078984de27d2173c420c058ebb04476b508f1b794afaf0,lyuhongwang SEC Metrics Research test@example.com,0,
2026-07-06T07:22:36.874225+00:00,GET,https://data.sec.gov/submissions/CIK0000037996-submissions-002.json,200,submissions_supplement_37996,/Users/lyuhongwang/Documents/SEC_metrics/evidence/submissions/CIK0000037996-submissions-002.json,/Users/lyuhongwang/Documents/SEC_metrics/evidence/submissions/CIK0000037996-submissions-002.json.headers.json,225138,5c96834814ddd7d94fa7f8740615ad5f2cf7d2c0c110dae1c600bf4b999fcf44,lyuhongwang SEC Metrics Research test@example.com,0,
2026-07-06T07:22:37.899362+00:00,GET,https://data.sec.gov/submissions/CIK0000078003-submissions-001.json,200,submissions_supplement_78003,/Users/lyuhongwang/Documents/SEC_metrics/evidence/submissions/CIK0000078003-submissions-001.json,/Users/lyuhongwang/Documents/SEC_metrics/evidence/submissions/CIK0000078003-submissions-001.json.headers.json,284744,d39f19892ddfa44a2a60342cf8e2c5cfee659e96de8d456e2e2906445f95f80e,lyuhongwang SEC Metrics Research test@example.com,0,
2026-07-06T07:22:38.854871+00:00,GET,https://data.sec.gov/submissions/CIK0000078003-submissions-002.json,200,submissions_supplement_78003,/Users/lyuhongwang/Documents/SEC_metrics/evidence/submissions/CIK0000078003-submissions-002.json,/Users/lyuhongwang/Documents/SEC_metrics/evidence/submissions/CIK0000078003-submissions-002.json.headers.json,284278,ac9bc75488a689bc8d9d211a5f7771aab3b5bc517b84af1ee22bbea419d2abcb,lyuhongwang SEC Metrics Research test@example.com,0,
2026-07-06T07:22:39.975447+00:00,GET,https://data.sec.gov/submissions/CIK0000078003-submissions-003.json,200,submissions_supplement_78003,/Users/lyuhongwang/Documents/SEC_metrics/evidence/submissions/CIK0000078003-submissions-003.json,/Users/lyuhongwang/Documents/SEC_metrics/evidence/submissions/CIK0000078003-submissions-003.json.headers.json,244232,1b9300c068fd55b69d43f0ef3b71334afbb344f7fd4c06d9302df0699e71cb61,lyuhongwang SEC Metrics Research test@example.com,0,
2026-07-06T07:22:41.056229+00:00,GET,https://data.sec.gov/submissions/CIK0000019617-submissions-001.json,200,submissions_supplement_19617,/Users/lyuhongwang/Documents/SEC_metrics/evidence/submissions/CIK0000019617-submissions-001.json,/Users/lyuhongwang/Documents/SEC_metrics/evidence/submissions/CIK0000019617-submissions-001.json.headers.json,376189,bbd1683ff8a8f6a536766f18a0741f7dbfaf66d967e98ff4344cc5430e4340d7,lyuhongwang SEC Metrics Research test@example.com,0,
2026-07-06T07:22:41.983412+00:00,GET,https://data.sec.gov/submissions/CIK0000019617-submissions-002.json,200,submissions_supplement_19617,/Users/lyuhongwang/Documents/SEC_metrics/evidence/submissions/CIK0000019617-submissions-002.json,/Users/lyuhongwang/Documents/SEC_metrics/evidence/submissions/CIK0000019617-submissions-002.json.headers.json,360976,303ed7d9a67e0c3be6f0e1a5dda3a4d6422e19727fd87d4ac47289b33305e5c7,lyuhongwang SEC Metrics Research test@example.com,0,
2026-07-06T07:22:43.067660+00:00,GET,https://data.sec.gov/submissions/CIK0000019617-submissions-003.json,200,submissions_supplement_19617,/Users/lyuhongwang/Documents/SEC_metrics/evidence/submissions/CIK0000019617-submissions-003.json,/Users/lyuhongwang/Documents/SEC_metrics/evidence/submissions/CIK0000019617-submissions-003.json.headers.json,363384,55d7f95c0f56cc1543f45c03e211ca6e15e6f1c8fd9ee44311a6b61d610f8511,lyuhongwang SEC Metrics Research test@example.com,0,
2026-07-06T07:22:44.172605+00:00,GET,https://data.sec.gov/submissions/CIK0000019617-submissions-004.json,200,submissions_supplement_19617,/Users/lyuhongwang/Documents/SEC_metrics/evidence/submissions/CIK0000019617-submissions-004.json,/Users/lyuhongwang/Documents/SEC_metrics/evidence/submissions/CIK0000019617-submissions-004.json.headers.json,369213,372a7b27597f61c3ecd92896e1b6509a7d9215944add675e957180e32fd1bf76,lyuhongwang SEC Metrics Research test@example.com,0,
2026-07-06T07:22:45.307572+00:00,GET,https://data.sec.gov/submissions/CIK0000019617-submissions-005.json,200,submissions_supplement_19617,/Users/lyuhongwang/Documents/SEC_metrics/evidence/submissions/CIK0000019617-submissions-005.json,/Users/lyuhongwang/Documents/SEC_metrics/evidence/submissions/CIK0000019617-submissions-005.json.headers.json,370161,b1c888f05cdb667d365cb7550dd28e702d26933a3f91d2e64e4ee05e555381d6,lyuhongwang SEC Metrics Research test@example.com,0,
2026-07-06T07:22:46.891338+00:00,GET,https://data.sec.gov/submissions/CIK0000019617-submissions-006.json,200,submissions_supplement_19617,/Users/lyuhongwang/Documents/SEC_metrics/evidence/submissions/CIK0000019617-submissions-006.json,/Users/lyuhongwang/Documents/SEC_metrics/evidence/submissions/CIK0000019617-submissions-006.json.headers.json,377550,6685a978cdd1cb3dd23e1111eb4d7495345e07f0468bb2d7bc5d9663d90ef1d8,lyuhongwang SEC Metrics Research test@example.com,0,
2026-07-06T07:22:48.093461+00:00,GET,https://data.sec.gov/submissions/CIK0000019617-submissions-007.json,200,submissions_supplement_19617,/Users/lyuhongwang/Documents/SEC_metrics/evidence/submissions/CIK0000019617-submissions-007.json,/Users/lyuhongwang/Documents/SEC_metrics/evidence/submissions/CIK0000019617-submissions-007.json.headers.json,377743,7391d2b8f02b30ce3a5148dede97c9ddcd451a82cf16bacdac149b76145dc95e,lyuhongwang SEC Metrics Research test@example.com,0,
2026-07-06T07:22:49.739141+00:00,GET,https://data.sec.gov/submissions/CIK0000019617-submissions-008.json,200,submissions_supplement_19617,/Users/lyuhongwang/Documents/SEC_metrics/evidence/submissions/CIK0000019617-submissions-008.json,/Users/lyuhongwang/Documents/SEC_metrics/evidence/submissions/CIK0000019617-submissions-008.json.headers.json,362323,b1ae2e0730b555e5c90434c35c451650af0a301fa44b7f4c6a4b7b7b5523b1a0,lyuhongwang SEC Metrics Research test@example.com,0,
2026-07-06T07:22:51.524705+00:00,GET,https://data.sec.gov/submissions/CIK0000019617-submissions-009.json,200,submissions_supplement_19617,/Users/lyuhongwang/Documents/SEC_metrics/evidence/submissions/CIK0000019617-submissions-009.json,/Users/lyuhongwang/Documents/SEC_metrics/evidence/submissions/CIK0000019617-submissions-009.json.headers.json,365743,1eed4d8efb88c898dc89931df059cb731fa6a98ddf3f83d18d51c44d18ff4e73,lyuhongwang SEC Metrics Research test@example.com,0,
2026-07-06T07:22:52.752230+00:00,GET,https://data.sec.gov/submissions/CIK0000019617-submissions-010.json,200,submissions_supplement_19617,/Users/lyuhongwang/Documents/SEC_metrics/evidence/submissions/CIK0000019617-submissions-010.json,/Users/lyuhongwang/Documents/SEC_metrics/evidence/submissions/CIK0000019617-submissions-010.json.headers.json,363247,0403085be99135cb57cae4adba417c37ad0b8400361d902650523ac867b02774,lyuhongwang SEC Metrics Research test@example.com,0,
2026-07-06T07:22:53.906502+00:00,GET,https://data.sec.gov/submissions/CIK0000019617-submissions-011.json,200,submissions_supplement_19617,/Users/lyuhongwang/Documents/SEC_metrics/evidence/submissions/CIK0000019617-submissions-011.json,/Users/lyuhongwang/Documents/SEC_metrics/evidence/submissions/CIK0000019617-submissions-011.json.headers.json,356115,d6804fda986f018b063aa58631cb531e9857bef5bb882c5cf919e66e2ba169f8,lyuhongwang SEC Metrics Research test@example.com,0,
2026-07-06T07:22:54.986730+00:00,GET,https://data.sec.gov/submissions/CIK0000019617-submissions-012.json,200,submissions_supplement_19617,/Users/lyuhongwang/Documents/SEC_metrics/evidence/submissions/CIK0000019617-submissions-012.json,/Users/lyuhongwang/Documents/SEC_metrics/evidence/submissions/CIK0000019617-submissions-012.json.headers.json,363894,54a0cc84f60b5c17e964250ec51767e52cdd4b3a23225fe41a3e4fb0c20299fc,lyuhongwang SEC Metrics Research test@example.com,0,
2026-07-06T07:22:56.192085+00:00,GET,https://data.sec.gov/submissions/CIK0001108524-submissions-001.json,200,submissions_supplement_1108524,/Users/lyuhongwang/Documents/SEC_metrics/evidence/submissions/CIK0001108524-submissions-001.json,/Users/lyuhongwang/Documents/SEC_metrics/evidence/submissions/CIK0001108524-submissions-001.json.headers.json,309070,ec386459d9606cbd7ca9e29d7da1bfd68d76742971f03b4ea3a3d5a69b09132e,lyuhongwang SEC Metrics Research test@example.com,0,
2026-07-06T07:22:57.571750+00:00,GET,https://data.sec.gov/submissions/CIK0001108524-submissions-002.json,200,submissions_supplement_1108524,/Users/lyuhongwang/Documents/SEC_metrics/evidence/submissions/CIK0001108524-submissions-002.json,/Users/lyuhongwang/Documents/SEC_metrics/evidence/submissions/CIK0001108524-submissions-002.json.headers.json,307007,308f3123d7363bfa9b3b596d58ed7ad81f8bfa6d9d4206ec1880b621dbbf7095,lyuhongwang SEC Metrics Research test@example.com,0,
2026-07-06T07:22:58.792481+00:00,GET,https://data.sec.gov/submissions/CIK0001108524-submissions-003.json,200,submissions_supplement_1108524,/Users/lyuhongwang/Documents/SEC_metrics/evidence/submissions/CIK0001108524-submissions-003.json,/Users/lyuhongwang/Documents/SEC_metrics/evidence/submissions/CIK0001108524-submissions-003.json.headers.json,307471,d10eea036648848df6a82f9a27a3d2b0a890eef864059e3cb42c43c0d67d317d,lyuhongwang SEC Metrics Research test@example.com,0,
2026-07-06T07:23:00.014584+00:00,GET,https://data.sec.gov/submissions/CIK0001108524-submissions-004.json,200,submissions_supplement_1108524,/Users/lyuhongwang/Documents/SEC_metrics/evidence/submissions/CIK0001108524-submissions-004.json,/Users/lyuhongwang/Documents/SEC_metrics/evidence/submissions/CIK0001108524-submissions-004.json.headers.json,311969,8b4dab9c66ca5c4563f414ab1f596619aa276f224f95412e19182c2a74ed55b8,lyuhongwang SEC Metrics Research test@example.com,0,
2026-07-06T07:23:00.912378+00:00,GET,https://data.sec.gov/submissions/CIK0001108524-submissions-005.json,200,submissions_supplement_1108524,/Users/lyuhongwang/Documents/SEC_metrics/evidence/submissions/CIK0001108524-submissions-005.json,/Users/lyuhongwang/Documents/SEC_metrics/evidence/submissions/CIK0001108524-submissions-005.json.headers.json,105248,9f7b406f4a9ba9427f20ba66c790d69a25898543f719032f0b8f225a476ea6b7,lyuhongwang SEC Metrics Research test@example.com,0,
2026-07-06T07:23:02.647304+00:00,GET,https://data.sec.gov/submissions/CIK0000018926-submissions-001.json,200,submissions_supplement_18926,/Users/lyuhongwang/Documents/SEC_metrics/evidence/submissions/CIK0000018926-submissions-001.json,/Users/lyuhongwang/Documents/SEC_metrics/evidence/submissions/CIK0000018926-submissions-001.json.headers.json,248140,44643d3d729d64527c3a0da850b47b4041ded9ea3da6776712e808299b2b8bcb,lyuhongwang SEC Metrics Research test@example.com,0,
2026-07-06T07:23:03.683348+00:00,GET,https://data.sec.gov/submissions/CIK0000794367-submissions-001.json,200,submissions_supplement_794367,/Users/lyuhongwang/Documents/SEC_metrics/evidence/submissions/CIK0000794367-submissions-001.json,/Users/lyuhongwang/Documents/SEC_metrics/evidence/submissions/CIK0000794367-submissions-001.json.headers.json,328335,c31b6fd2852e11525d5119259a6957da45661af46596dd1b8233290be381ee51,lyuhongwang SEC Metrics Research test@example.com,0,
2026-07-06T07:23:04.481082+00:00,GET,https://data.sec.gov/submissions/CIK0000794367-submissions-002.json,200,submissions_supplement_794367,/Users/lyuhongwang/Documents/SEC_metrics/evidence/submissions/CIK0000794367-submissions-002.json,/Users/lyuhongwang/Documents/SEC_metrics/evidence/submissions/CIK0000794367-submissions-002.json.headers.json,28247,28b7d702201be82da90af4afb883e57bab06dbfde164dcdcb4ae8ba6aae45aa2,lyuhongwang SEC Metrics Research test@example.com,0,
2026-07-06T07:23:05.605381+00:00,GET,https://data.sec.gov/submissions/CIK0000813828-submissions-001.json,200,submissions_supplement_813828,/Users/lyuhongwang/Documents/SEC_metrics/evidence/submissions/CIK0000813828-submissions-001.json,/Users/lyuhongwang/Documents/SEC_metrics/evidence/submissions/CIK0000813828-submissions-001.json.headers.json,284556,bdedfd3cd1eea71ff892ea7ce7a91e8682e9e2d5d95b10a00c489c61e2d2c94d,lyuhongwang SEC Metrics Research test@example.com,0,
2026-07-06T07:23:06.848982+00:00,GET,https://data.sec.gov/submissions/CIK0000813828-submissions-002.json,200,submissions_supplement_813828,/Users/lyuhongwang/Documents/SEC_metrics/evidence/submissions/CIK0000813828-submissions-002.json,/Users/lyuhongwang/Documents/SEC_metrics/evidence/submissions/CIK0000813828-submissions-002.json.headers.json,182041,5f5c03abfd336acc1ac835c08249ccbc45890f1dd0028f483fa5c8c8e5f650a5,lyuhongwang SEC Metrics Research test@example.com,0,
2026-07-06T07:23:07.704483+00:00,GET,https://data.sec.gov/submissions/CIK0001463101-submissions-001.json,200,submissions_supplement_1463101,/Users/lyuhongwang/Documents/SEC_metrics/evidence/submissions/CIK0001463101-submissions-001.json,/Users/lyuhongwang/Documents/SEC_metrics/evidence/submissions/CIK0001463101-submissions-001.json.headers.json,5452,cbaaae8bed80eaf02281b57f95d91899583ff168816e541ebb457826f1454200,lyuhongwang SEC Metrics Research test@example.com,0,
2026-07-06T07:23:23.612154+00:00,GET,https://data.sec.gov/api/xbrl/companyfacts/CIK0000018926.json,200,companyfacts_18926,/Users/lyuhongwang/Documents/SEC_metrics/evidence/companyfacts/CIK0000018926.json,/Users/lyuhongwang/Documents/SEC_metrics/evidence/companyfacts/CIK0000018926.json.headers.json,3734236,6333978be172790aabf448f36db31c6d792a3e0f321adacb04afe4d6317044d6,lyuhongwang SEC Metrics Research test@example.com,0,
2026-07-06T07:23:26.217248+00:00,GET,https://data.sec.gov/api/xbrl/companyfacts/CIK0000019617.json,200,companyfacts_19617,/Users/lyuhongwang/Documents/SEC_metrics/evidence/companyfacts/CIK0000019617.json,/Users/lyuhongwang/Documents/SEC_metrics/evidence/companyfacts/CIK0000019617.json.headers.json,7708165,0ae59a95ddf1ffc03ae7eedca565c5f3f6bcaf2b4519e512312f64bca7420b55,lyuhongwang SEC Metrics Research test@example.com,0,
2026-07-06T07:23:28.283607+00:00,GET,https://data.sec.gov/api/xbrl/companyfacts/CIK0000037996.json,200,companyfacts_37996,/Users/lyuhongwang/Documents/SEC_metrics/evidence/companyfacts/CIK0000037996.json,/Users/lyuhongwang/Documents/SEC_metrics/evidence/companyfacts/CIK0000037996.json.headers.json,3671762,a7e6d7dcd313652f469acfc7d35b2c0d925d30d868a99f812f9c03d25eaad6a9,lyuhongwang SEC Metrics Research test@example.com,0,
2026-07-06T07:23:30.169432+00:00,GET,https://data.sec.gov/api/xbrl/companyfacts/CIK0000078003.json,200,companyfacts_78003,/Users/lyuhongwang/Documents/SEC_metrics/evidence/companyfacts/CIK0000078003.json,/Users/lyuhongwang/Documents/SEC_metrics/evidence/companyfacts/CIK0000078003.json.headers.json,4959472,358a57d5cd09cfee182aa0d48aea2330d689d1de1f04fba6d23b4d9da57025f5,lyuhongwang SEC Metrics Research test@example.com,0,
2026-07-06T07:23:32.005455+00:00,GET,https://data.sec.gov/api/xbrl/companyfacts/CIK0000092380.json,200,companyfacts_92380,/Users/lyuhongwang/Documents/SEC_metrics/evidence/companyfacts/CIK0000092380.json,/Users/lyuhongwang/Documents/SEC_metrics/evidence/companyfacts/CIK0000092380.json.headers.json,4029716,1c51c1b08a666c30dc12f44be1a9f9c4e6846c1f6083ccc1a5761f31c3a6b6ab,lyuhongwang SEC Metrics Research test@example.com,0,
2026-07-06T07:23:33.651627+00:00,GET,https://data.sec.gov/api/xbrl/companyfacts/CIK0000794367.json,200,companyfacts_794367,/Users/lyuhongwang/Documents/SEC_metrics/evidence/companyfacts/CIK0000794367.json,/Users/lyuhongwang/Documents/SEC_metrics/evidence/companyfacts/CIK0000794367.json.headers.json,3756173,fccd76252c4f3b7c9e7328082138d0a3d8d49c94cc2d2de2167e881aabae1f55,lyuhongwang SEC Metrics Research test@example.com,0,
2026-07-06T07:23:35.418037+00:00,GET,https://data.sec.gov/api/xbrl/companyfacts/CIK0000813828.json,200,companyfacts_813828,/Users/lyuhongwang/Documents/SEC_metrics/evidence/companyfacts/CIK0000813828.json,/Users/lyuhongwang/Documents/SEC_metrics/evidence/companyfacts/CIK0000813828.json.headers.json,4453740,34ca852d8603a284afb6c52ac3bdf2c3abc924bd756bad31ac3018a515fa8c6b,lyuhongwang SEC Metrics Research test@example.com,0,
2026-07-06T07:23:37.936713+00:00,GET,https://data.sec.gov/api/xbrl/companyfacts/CIK0001048286.json,200,companyfacts_1048286,/Users/lyuhongwang/Documents/SEC_metrics/evidence/companyfacts/CIK0001048286.json,/Users/lyuhongwang/Documents/SEC_metrics/evidence/companyfacts/CIK0001048286.json.headers.json,3235775,8767de512c8459483681137b5e9e5c97d3e16adea30d5345028e0ce75577599d,lyuhongwang SEC Metrics Research test@example.com,0,
2026-07-06T07:23:40.169988+00:00,GET,https://data.sec.gov/api/xbrl/companyfacts/CIK0001108524.json,200,companyfacts_1108524,/Users/lyuhongwang/Documents/SEC_metrics/evidence/companyfacts/CIK0001108524.json,/Users/lyuhongwang/Documents/SEC_metrics/evidence/companyfacts/CIK0001108524.json.headers.json,4664726,07c432de58f0536b73226c24d4baed3edf4ad8718c3f736d3d8d1bd657c55d82,lyuhongwang SEC Metrics Research test@example.com,0,
2026-07-06T07:23:42.471436+00:00,GET,https://data.sec.gov/api/xbrl/companyfacts/CIK0001463101.json,200,companyfacts_1463101,/Users/lyuhongwang/Documents/SEC_metrics/evidence/companyfacts/CIK0001463101.json,/Users/lyuhongwang/Documents/SEC_metrics/evidence/companyfacts/CIK0001463101.json.headers.json,3068051,826fea94a735a08ef5336e9668569bc42994d3b9431a6457fc6b2e1039e792c7,lyuhongwang SEC Metrics Research test@example.com,0,
